#	type	key	freq
244	T	an: fat mass	15
245	T	an: moderate intensity	15
246	T	an: dynamic warm-up	15
247	T	an: pulmonary function	15
248	T	nn: sport sci	15
249	T	nn: effect size	15
250	T	n: hollander	15
251	T	nn: surface group	15
252	T	n: underside	15
253	T	npan: journal of applied physiology	29
254	T	nn: injury risk	14
254	V[s]	npnn: risk of overuse injury	4
254	V[s]	nnn: overuse injury risk	5
255	T	an: physical therapy	14
256	T	n: scand	14
257	T	npn: foundation of coaching	14
258	T	a: ernest	14
259	T	a: linear	14
260	T	ann: underwater streamline position	42
261	T	n: natation	14
262	T	a: self-reported	14
263	T	nn: distance runner	14
264	T	n: vortex	14
265	T	nn: side dominance	14
266	T	nn: motor nerve	14
267	T	an: extended arm	14
268	T	npn: middle of season	14
269	T	nn: athlete burnout	14
270	T	nn: wave drag	14
271	T	nn: fiber recruitment	14
272	T	an: individual swimmer	14
273	T	n: decrement	14
274	T	n: website	14
274	V[m]	nn: web site	4
275	T	a: adaptive	14
276	T	nn: training distance	14
277	T	nn: ftx fiber	122
277	V[s]	nnn: ftx muscle fiber	24
277	V[s]	nnpn: ftx fiber of human	2
278	T	n: in-water	27
279	T	nn: training regimen	27
280	T	a: aquatic	27
281	T	an: early adolescence	27
282	T	a: anthropometric	13
283	T	n: deceleration	13
284	T	an: international symposium	13
284	V[s]	aan: xix international symposium	6
285	T	n: normoxia	13
286	T	npn: week of training	13
286	V[s]	nn: training week	2
287	T	a: modern-day	13
288	T	a: core	13
289	T	nn: swim time	13
290	T	ncnn: timing and swim performance	13
291	T	an: propulsive peak	13
292	T	nnn: erector spinae muscle	13
293	T	an: european journal	13
294	T	acan: thoracic and lumbar alignment	13
295	T	nn: relay team	13
295	V[s]	nnn: swimming relay team	4
296	T	nnn: health care provider	13
297	T	ann: high - intensity	13
298	T	n: capillary	13
299	T	n: buchheit	13
300	T	an: net force	13
301	T	an: aerobic endurance	13
301	V[s]	acan: aerobic and anaerobic endurance	32
302	T	ann: tethered swimming test	13
303	T	n: %mvc	13
304	T	an: drag-dominated propulsion	13
305	T	an: previous research	13
306	T	an: relative contribution	13
307	T	an: cold incapacitation	13
308	T	nn: training adaptation	25
308	V[s]	ann: optimal training adaptation	3
308	V[s]	ann: peripheral training adaptation	3
309	T	aan: high horizontal handgrip	25
310	T	ann: straight line pull	12
311	T	ann: thoracic kyphosis angle	24
312	T	an: beta-2 agonist	12
313	T	an: red arrow	12
314	T	nn: taper period	12
315	T	nn: body wave	12
316	T	nnn: university park press	12
317	T	ann: short exchange time	12
318	T	an: male swimmer	12
318	V[s]	acan: male and female swimmer	13
318	V[s]	aan: male competitive swimmer	4
319	T	an: external rotation	24
319	V[s]	acan: internal and external rotation	12
320	T	n: soreness	12
321	T	an: spinous process	12
322	T	ann: average hand force	12
323	T	nnn: nova science publisher	12
324	T	nn: altitude training	12
325	T	nnn: periodization swimming performance	12
326	T	nnpn: world book of swimming	12
327	T	nn: boat paddle	12
328	T	an: atrial fibrillation	24
328	V[s]	aan: lone atrial fibrillation	3
329	T	n: breaststrokers	24
330	T	nn: blood flow	12
330	V[s]	nnn: muscle blood flow	4
331	T	an: open water	12
331	V[s]	aan: cold open water	7
332	T	npn: surface of water	12
332	V[s]	nn: water surface	4
333	T	nn: strength training	12
334	T	an: hypoxic chamber	12
334	V[s]	aan: normobaric hypoxic chamber	4
335	T	nnn: training load group	12
336	T	an: heavy training	12
337	T	n: t100c	12
338	T	an: human swimming	12
339	T	an: mitochondrial density	12
340	T	an: optimal performance	12
341	T	nnn: usa swimming coach	12
342	T	a: higher-performing	12
343	T	n: omega	12
344	T	an: weak side	12
345	T	nn: swimming propulsion	12
345	V[s]	ann: human swimming propulsion	8
346	T	nn: muscle fatigue	12
347	T	n: rotator	12
348	T	npn: type of training	12
349	T	an: late adolescence	12
349	V[s]	acan: middle and late adolescence	3
350	T	nn: three-peak backstroke	47
350	V[s]	nnn: three-peak backstroke swimmer	9
350	V[s]	ann: unique three-peak backstroke	2
351	T	n: propulsion	150
352	T	an: internal rotation	23
352	V[s]	acan: internal and external rotation	12
353	T	nn: backstroke start	23
353	V[s]	nnn: backstroke start technique	5
354	T	nn: swimming club	11
354	V[s]	ann: norwegian swimming club	4
355	T	aan: collegiate female swimmer	11
355	V[s]+	aan: female collegiate swimmer	2
356	T	nnn: sport science associate	11
357	T	nnn: pb success rate	11
358	T	n: streamlining	11
359	T	an: propulsive action	11
360	T	nn: sport performance	11
361	T	n: elite-level	22
362	T	npn: symptom of overtraining	11
363	T	an: good swimmer	11
364	T	r: maximally	11
365	T	nn: health science	11
366	T	a: hydrodynamic	22
367	T	nn: method participant	11
368	T	an: total load	11
369	T	an: reverse periodization	11
370	T	nnnn: team relay exchange time	11
371	T	ann: short relay exchange	11
372	T	nn: healthcare provider	11
372	V[img]	nnn: health care provider	13
373	T	an: olympic rank	11
374	T	n: scapula	11
375	T	npn: degree of narrowness	11
376	T	nn: swimming competition	11
377	T	n: vilas-boas	11
377	V[m]	nn: vilas boa	3
378	T	nn: distance swimmer	11
378	V[s]	ann: middle distance swimmer	3
379	T	n: lemyre	11
380	T	nnn: lactate removal rate	11
381	T	an: statistical significance	11
382	T	nn: butterfly swimmer	11
382	V[s]	ann: skilled butterfly swimmer	3
383	T	nn: block configuration	11
384	T	nn: vo2max velocity	21
385	T	nn: stroke mechanic	21
385	V[s]	ann: altered stroke mechanic	4
386	T	nn: lactate concentration	10
387	T	n: hickson	10
388	T	n: inclinometer	10
389	T	an: standard deviation	10
390	T	nn: shoulder flexibility	10
391	T	nnn: overuse shoulder injury	10
392	T	an: high frequency	10
393	T	n: laxity	10
394	T	n: jeul	10
395	T	nn: training stress	10
396	T	an: slow speed	10
397	T	annn: lazy meadow lane prescott	10
398	T	nn: catch position	10
399	T	nn: movement pattern	10
399	V[s]	ann: asymmetrical movement pattern	2
400	T	an: resistive force	10
401	T	nn: strength asymmetry	10
402	T	acan: upper and low limb	10
403	T	anpnn: american journal of sport medicine	10
404	T	n: havriluk	10
405	T	an: elite swimming	10
406	T	nn: exercise science	10
407	T	nn: training group	10
407	V[s]	nnn: training load group	12
408	T	nn: ncaa division	10
409	T	ncnn: alignment and trunk muscle	10
410	T	nn: youth swimmer	10
411	T	ann: int j sport	10
412	T	nn: age difference	10
413	T	nn: pull phase	10
414	T	a: scapular	20
415	T	an: circadian rhythm	10
416	T	nn: likert scale	10
416	V[s]	ann: 5-point likert scale	5
416	V[s]	ann: 7-point likert scale	3
417	T	n: handedness	10
418	T	nn: sprint swimming	10
419	T	an: upper extremity	10
420	T	nnn: power point score	10
421	T	an: early maturers	10
422	T	nn: soccer player	10
423	T	nn: swimming warm-up	10
424	T	npn: day of competition	10
425	T	an: lumbar spine	10
426	T	n: extensor	10
427	T	nn: shoulder roll	10
427	V[s]	ann: maximum shoulder roll	2
428	T	anpnn: international journal of sport medicine	10
429	T	ncnn: capacity and lactate removal	10
430	T	nn: strength difference	10
431	T	n: wetsuit	10
432	T	an: hard training	10
433	T	aan: low back pain	10
434	T	a: anatomical	10
435	T	nn: sprint performance	10
435	V[s]	nnn: sprint swimming performance	6
436	T	nn: freestyle swimming	10
437	T	npn: majority of swimmer	10
438	T	n: perfectionism	20
439	T	nn: pressure drag	10
440	T	annn: standardized relay exchange time	10
441	T	an: non-dominant side	10
441	V[s]	acan: dominant and non-dominant side	6
442	T	npn: period of training	10
443	T	an: abdominal muscle	10
444	T	an: middle season	10
445	T	n: tabata	10
446	T	a: three-dimensional	19
447	T	n: tendonitis	19
448	T	n: swimming	1712
449	T	nn: exercise physiology	9
450	T	nn: race time	9
451	T	an: st fiber	18
452	T	an: human performance	9
453	T	nn: performance time	9
454	T	npn: magnitude of improvement	9
455	T	ann: functional pain scale	9
456	T	n: hyperventilation	9
457	T	an: lactic acid	9
458	T	npnn: type of muscle fiber	9
459	T	an: long tendon	9
459	V[s]	nan: biceps long tendon	7
460	T	a: ergogenic	9
461	T	npn: midline of body	9
462	T	an: lumbar extension	9
463	T	an: low frequency	9
464	T	ann: final upsweep figure	9
465	T	nn: exercise performance	9
465	V[s]	ann: intense exercise performance	3
466	T	an: physiological parameter	9
467	T	an: underwater swimming	9
468	T	n: misalignment	9
469	T	an: future study	9
470	T	an: elite athlete	18
471	T	an: total distance	9
472	T	nn: race speed	9
473	T	nn: shoulder problem	9
474	T	npan: rate of aerobic metabolism	9
475	T	an: cold shock	9
476	T	an: dominant arm	9
477	T	nn: motor skill	9
477	V[s]	ann: gross motor skill	3
478	T	an: statistical analysis	9
479	T	an: high elbow	9
480	T	an: vital capacity	9
481	T	nn: event entry	9
482	T	nn: muscle glycogen	9
483	T	nn: altitude exposure	9
483	V[s]	ann: simulated altitude exposure	2
484	T	nn: exercise intensity	9
485	T	an: similar result	9
486	T	nn: coaching education	9
487	T	nn: stroke phase	9
487	V[s]	npnn: phase of arm stroke	8
487	V[s]	nnn: stroke phase duration	3
488	T	npn: effect of asymmetry	9
488	V[s]	anpn: specific effect of asymmetry	4
489	T	nn: sport training	9
490	T	annn: short relay exchange time	9
491	T	a: out-placed	9
492	T	nn: warm-up protocol	9
493	T	nn: two-peak style	9
494	T	nn: three-peak stroke	9
495	T	ncan: upsweep or inward scull	9
496	T	nn: swimming iii	9
497	T	an: vertical axis	9
498	T	an: fat-free mass	9
499	T	nn: training protocol	9
500	T	nn: threshold speed	9
500	V[s]	nnn: lactate threshold speed	4
501	T	npn: group of rat	9
502	T	ann: stress-related breathing problem	9
503	T	an: aerobic period	9
504	T	n: costill	18
505	T	nn: pain level	9
506	T	an: non-dominant arm	9
507	T	ann: traditional two-peak backstroke	9
508	T	n: laterality	9
509	T	nnn: view stroke pattern	9
510	T	nn: performance peak	9
511	T	nn: swimming race	9
512	T	an: inverse relationship	9
513	T	an: observed asymmetry	9
514	T	nn: send-off time	9
515	T	ncnn: lift and drag force	9
516	T	n: maturation	9
517	T	an: preventive measure	17
517	V[s]	aan: popular preventive measure	4
518	T	an: rotational effect	17
518	V[s]	aan: unbalanced rotational effect	2
519	T	nn: performance gain	8
519	V[s]	annn: relative swim performance gain	3
520	T	a: zigzag	16
521	T	an: intense training	8
521	V[s]+	nn: intensity training	103
522	T	an: athletic environment	8
523	T	an: modern-day backstroker	8
524	T	an: straight pull	8
525	T	ncan: fibrillation and cardiac health	8
526	T	an: yellow arrow	8
527	T	ann: short rest period	8
528	T	aan: aerobic metabolic process	8
529	T	an: physiological peak	8
530	T	an: live-high train-low	8
531	T	r: intuitively	8
532	T	an: ergogenic aid	8
533	T	n: terauds	8
534	T	an: short sprint	8
535	T	ann: standardized performance score	8
536	T	ann: san francisco bay	16
537	T	n: electromyography	16
538	T	ann: high training volume	8
539	T	a: quantitative	8
540	T	n: computation	8
541	T	nn: buffer capacity	8
541	V[s]	nnn: muscle buffer capacity	4
542	T	npn: period of deceleration	8
543	T	npn: alignment of body	8
543	V[s]	nn: body alignment	5
544	T	ann: aerobic threshold velocity	8
545	T	nn: freestyle time	8
546	T	an: postural change	8
547	T	nn: butterfly swimming	8
548	T	nn: core hypothermia	16
548	V[s]	ann: true core hypothermia	10
549	T	npn: front of shoulder	8
550	T	an: dominant side	8
550	V[s]	acan: dominant and non-dominant side	6
551	T	npn: model of factor	8
552	T	npn: institute of sport	8
553	T	r: optimally	8
554	T	an: early -	8
555	T	nn: sample size	8
556	T	nn: level swimmer	8
557	T	nn: training process	8
558	T	acan: aerobic and anaerobic metabolism	8
559	T	nn: technique asymmetry	8
560	T	nn: training stimulus	8
561	T	n: fitts	8
562	T	nn: confidence interval	8
563	T	an: socio-environmental factor	8
564	T	npn: center of mass	8
565	T	nn: stroke volume	8
566	T	npn: surface of body	8
566	V[s]	anpn: non-propulsive surface of body	3
567	T	an: subjective well-being	8
568	T	a: hormonal	8
569	T	aan: long final upsweep	16
570	T	n: termin	8
571	T	nn: freestyle event	8
571	V[s]	nnn: 50m freestyle event	3
572	T	n: seiler	8
573	T	nn: lung volume	8
574	T	ann: good swim performance	8
575	T	n: pease	8
576	T	npnn: phase of arm stroke	8
577	T	an: middle photo	8
577	V[s]	acan: middle and right photo	2
578	T	n: responsiveness	8
579	T	an: entire arm	8
580	T	aan: dominant propulsive force	8
581	T	npncn: physiology of sport and exercise	8
582	T	n: counsilman	8
583	T	n: bedingfield	8
584	T	n: fast-twitch	8
585	T	nnn: body mass index	8
586	T	ann: human swimming propulsion	8
587	T	nn: peak season	8
588	T	aan: solo english channel	8
589	T	nn: muscle balance	8
590	T	n: meta-analysis	8
591	T	nnn: ftx muscle fiber	24
592	T	nva: difference be significant	8
593	T	nn: youth sport	8
594	T	anpnn: american college of sport medicine	8
595	T	nn: participant age	8
596	T	nn: phase duration	8
596	V[s]	nnn: stroke phase duration	3
597	T	npn: period of rest	8
597	V[s]+	nn: rest period	45
598	T	an: static stretch	8
599	T	n: scoliosis	8
600	T	n: arellano	8
601	T	an: passive recovery	8
601	V[s]	acan: active and passive recovery	3
602	T	n: predictor	8
603	T	n: fmean	16
604	T	n: tsukuba	8
605	T	npn: volume of training	8
605	V[s]+	nn: training volume	43
606	T	nn: water resistance	8
607	T	nn: later-maturing group	8
608	T	n: dolphin-kick	15
608	V[mg]+	nn: dolphin kick	20
609	T	nn: american swimmer	15
609	V[s]	ann: national-level american swimmer	7
610	T	nn: early-maturing swimmer	15
611	T	an: contractile velocity	15
612	T	n: streamline	134
613	T	n: alignment	151
614	T	n: holloszy	7
615	T	nn: weight training	7
616	T	nn: performance result	7
617	T	aan: cold open water	7
618	T	anpnn: portuguese journal of sport science	7
619	T	nn: swim bench	7
620	T	a: semi-circular	14
621	T	nn: impingement syndrome	7
621	V[s]	ann: subacromial impingement syndrome	2
621	V[s]	nnn: shoulder impingement syndrome	2
622	T	acan: fast and slow twitch	7
623	T	npn: aim of study	7
624	T	an: severe shingle	7
625	T	nn: fina rule	7
625	V[s]	ann: current fina rule	5
626	T	nn: hand entry	7
627	T	npncnn: journal of strength and conditioning research	7
628	T	nn: emg datum	7
629	T	nn: measurement tool	7
630	T	an: shallow catch	7
631	T	npn: level of discipline	7
632	T	n: regression	7
633	T	nn: error bar	7
634	T	an: intermittent exercise	7
635	T	nn: shoulder joint	7
636	T	a: isokinetic	7
